user,category,budget,mad,tolerance
user_0,Groceries,623.435,120.58500000000004,891.6039815
user_0,Health,74.33,25.449999999999996,130.92825499999998
user_0,Housing,1083.85,10.970000000000027,1108.246183
user_0,Insurance,55.575,0.5449999999999982,56.7870255
user_0,Leisure,170.76999999999998,55.089999999999996,293.28465099999994
user_0,Restaurants,260.96500000000003,67.63999999999996,411.3895959999999
user_0,Shopping,333.78999999999996,153.70999999999998,675.6256689999999
user_0,Transport,246.745,114.07499999999999,500.4363925
user_0,Utilities,126.745,1.1749999999999972,129.3580825
user_1,Groceries,836.605,144.35000000000002,1157.624965
user_1,Health,72.36,30.325000000000003,139.7997675
user_1,Housing,1229.92,9.465000000000032,1250.9692135000003
user_1,Insurance,63.135,0.6149999999999984,64.5026985
user_1,Leisure,343.6,123.00499999999997,617.1508194999999
user_1,Restaurants,272.98,97.455,489.7101745
user_1,Shopping,343.53,163.47499999999997,707.0820524999999
user_1,Transport,343.90999999999997,153.62499999999997,685.5566374999999
user_1,Utilities,142.58499999999998,2.6349999999999767,148.44497649999994
user_2,Groceries,409.12,51.45500000000001,523.5507745
user_2,Health,64.1,17.894999999999996,103.89669049999998
user_2,Housing,610.4000000000001,7.480000000000018,627.0347720000001
user_2,Insurance,31.28,0.32500000000000107,32.002767500000004
user_2,Leisure,91.99,55.295,214.9605505
user_2,Restaurants,148.115,27.439999999999998,209.13881600000002
user_2,Shopping,115.02000000000001,62.19000000000001,253.32434100000003
user_2,Transport,175.87,36.36999999999999,256.753243
user_2,Utilities,70.84,0.6799999999999997,72.35225200000001
user_3,Groceries,515.135,94.59999999999997,725.5159399999999
user_3,Health,58.845,15.14,92.514846
user_3,Housing,748.835,3.8899999999999864,757.4859710000001
user_3,Insurance,38.295,0.2900000000000027,38.93993100000001
user_3,Leisure,144.45,36.650000000000006,225.955935
user_3,Restaurants,199.37,75.86499999999998,368.0861735
user_3,Shopping,271.25,90.76000000000005,473.0911640000001
user_3,Transport,239.0,75.855,407.6939345
user_3,Utilities,85.89500000000001,0.9950000000000045,88.10778050000002
user_4,Groceries,398.695,56.95500000000001,525.3572245
user_4,Health,53.92,37.305,136.8825895
user_4,Housing,576.835,6.660000000000082,591.6461740000002
user_4,Insurance,29.54,0.2599999999999998,30.118214
user_4,Leisure,94.52000000000001,49.05999999999999,203.62453399999998
user_4,Restaurants,130.83499999999998,37.31500000000001,213.8198285
user_4,Shopping,178.52,83.36499999999998,363.9154235
user_4,Transport,164.26,36.97999999999999,246.49982199999997
user_4,Utilities,66.88499999999999,0.9799999999999898,69.06442199999996
user_5,Groceries,509.63,79.63,686.719157
user_5,Health,44.17999999999999,19.18,86.83440199999998
user_5,Housing,872.17,8.265000000000043,890.5505335
user_5,Insurance,44.709999999999994,0.2899999999999956,45.354930999999986
user_5,Leisure,137.68,78.04,311.233156
user_5,Restaurants,218.65,44.015000000000015,316.5349585
user_5,Shopping,146.31,65.25,291.41947500000003
user_5,Transport,201.20499999999998,83.82000000000002,387.612298
user_5,Utilities,101.94999999999999,0.9899999999999878,104.15166099999996
user_6,Groceries,643.765,145.125,966.5084875
user_6,Health,85.36,47.82000000000001,191.70689800000002
user_6,Housing,1032.9,10.47500000000008,1056.1953525000004
user_6,Insurance,53.185,0.5399999999999991,54.385906
user_6,Leisure,212.25,99.645,433.85051550000003
user_6,Restaurants,229.875,60.224999999999994,363.8093775
user_6,Shopping,285.23,107.74000000000001,524.832986
user_6,Transport,241.38,46.815,345.4918785
user_6,Utilities,119.35,1.624999999999993,122.96383749999998
user_7,Groceries,529.155,111.875,777.9538124999999
user_7,Health,65.86,48.3,173.27436999999998
user_7,Housing,770.4649999999999,3.7250000000000227,778.7490275
user_7,Insurance,39.835,0.4499999999999993,40.835755
user_7,Leisure,165.97000000000003,76.88000000000002,336.9434320000001
user_7,Restaurants,196.32,64.44000000000001,339.628116
user_7,Shopping,175.52999999999997,131.67999999999998,468.37315199999995
user_7,Transport,202.06,96.665,417.0332935
user_7,Utilities,90.03,1.2349999999999994,92.7765165
