user,category,spent_so_far,budget,mad,tolerance,projected,breach,overshoot_pct
user_7,Health,1205.88,65.86,48.3,173.27436999999998,1292.0142857142857,True,1861.7587089497204
user_5,Shopping,1792.3600000000001,146.31,65.25,291.41947500000003,1920.3857142857144,True,1212.5457687688568
user_7,Leisure,1031.8,165.97000000000003,76.88000000000002,336.9434320000001,1105.5,True,566.0842320901367
user_1,Transport,1037.97,343.90999999999997,153.62499999999997,685.5566374999999,1112.1107142857143,True,223.37260163581004
user_2,Shopping,305.79,115.02000000000001,62.19000000000001,253.32434100000003,327.63214285714287,True,184.84797674938517
user_1,Health,178.67,72.36,30.325000000000003,139.7997675,191.43214285714285,True,164.55520018952853
user_3,Restaurants,479.56,199.37,75.86499999999998,368.0861735,513.8142857142857,True,157.71895757349935
user_4,Shopping,421.25,178.52,83.36499999999998,363.9154235,451.3392857142857,True,152.82281297013537
user_7,Shopping,370.89,175.52999999999997,131.67999999999998,468.37315199999995,397.3821428571428,False,126.38987230510048
user_2,Health,134.25,64.1,17.894999999999996,103.89669049999998,143.83928571428572,True,124.39826164475154
user_2,Restaurants,305.93,148.115,27.439999999999998,209.13881600000002,327.78214285714284,True,121.30246285463512
user_6,Transport,488.65,241.38,46.815,345.4918785,523.5535714285714,True,116.90014559142077
user_5,Transport,354.59999999999997,201.20499999999998,83.82000000000002,387.612298,379.9285714285714,False,88.8266054166504
user_5,Leisure,241.03,137.68,78.04,311.233156,258.24642857142857,False,87.57003818378018
user_7,Transport,347.09000000000003,202.06,96.665,417.0332935,371.88214285714287,False,84.04540376974307
user_6,Restaurants,393.85,229.875,60.224999999999994,363.8093775,421.9821428571429,True,83.57026334187836
user_1,Shopping,579.86,343.53,163.47499999999997,707.0820524999999,621.2785714285715,False,80.85132926631489
user_7,Groceries,801.38,529.155,111.875,777.9538124999999,858.6214285714285,True,62.26274505039706
user_5,Restaurants,314.44,218.65,44.015000000000015,316.5349585,336.9,True,54.08186599588382
user_3,Leisure,204.73999999999998,144.45,36.650000000000006,225.955935,219.3642857142857,False,51.861741581367745
user_0,Leisure,241.82999999999998,170.76999999999998,55.089999999999996,293.28465099999994,259.1035714285714,False,51.72663314901412
user_6,Groceries,827.29,643.765,145.125,966.5084875,886.3821428571428,False,37.68722171244829
user_1,Restaurants,350.73,272.98,97.455,489.7101745,375.78214285714284,False,37.65922150236018
user_0,Health,92.37,74.33,25.449999999999996,130.92825499999998,98.96785714285714,False,33.146585689300615
user_5,Groceries,593.39,509.63,79.63,686.719157,635.775,False,24.75227125561682
user_2,Transport,199.79,175.87,36.36999999999999,256.753243,214.06071428571428,False,21.715309197540385
user_1,Groceries,926.08,836.605,144.35000000000002,1157.624965,992.2285714285715,False,18.60179791282284
user_1,Leisure,362.94,343.6,123.00499999999997,617.1508194999999,388.8642857142857,False,13.173540661899208
user_7,Restaurants,207.14,196.32,64.44000000000001,339.628116,221.93571428571425,False,13.04793922458958
user_0,Groceries,652.3399999999999,623.435,120.58500000000004,891.6039815,698.9357142857142,False,12.110438824530908
user_0,Restaurants,267.31,260.96500000000003,67.63999999999996,411.3895959999999,286.4035714285714,False,9.747886279221879
user_2,Insurance,31.9,31.28,0.32500000000000107,32.002767500000004,34.17857142857142,True,9.266532700036516
user_4,Restaurants,133.26,130.83499999999998,37.31500000000001,213.8198285,142.7785714285714,False,9.128728114473523
user_7,Housing,783.98,770.4649999999999,3.7250000000000227,778.7490275,839.9785714285714,True,9.022288024578856
user_3,Groceries,523.6,515.135,94.59999999999997,725.5159399999999,561.0,False,8.903491317809896
user_0,Housing,1095.49,1083.85,10.970000000000027,1108.246183,1173.7392857142856,True,8.293517157751142
user_2,Utilities,71.58,70.84,0.6799999999999997,72.35225200000001,76.69285714285714,True,8.262079535371445
user_6,Insurance,53.74,53.185,0.5399999999999991,54.385906,57.57857142857143,True,8.260922118212704
user_3,Housing,756.41,748.835,3.8899999999999864,757.4859710000001,810.4392857142857,True,8.226683543675929
user_6,Utilities,120.14,119.35,1.624999999999993,122.96383749999998,128.72142857142856,True,7.852055778323056
user_4,Insurance,29.57,29.54,0.2599999999999998,30.118214,31.682142857142857,True,7.251668439887806
user_3,Insurance,38.32,38.295,0.2900000000000027,38.93993100000001,41.05714285714286,True,7.212802864976772
user_4,Utilities,66.86,66.88499999999999,0.9799999999999898,69.06442199999996,71.63571428571429,True,7.102809726716447
user_1,Housing,1228.96,1229.92,9.465000000000032,1250.9692135000003,1316.7428571428572,True,7.059228010184173
user_1,Insurance,63.04,63.135,0.6149999999999984,64.5026985,67.54285714285714,True,6.981637986627301
user_0,Insurance,55.26,55.575,0.5449999999999982,56.7870255,59.207142857142856,True,6.535569693464422
user_5,Insurance,44.4,44.709999999999994,0.2899999999999956,45.354930999999986,47.57142857142857,True,6.39997443844459
user_0,Utilities,125.74,126.745,1.1749999999999972,129.3580825,134.72142857142856,True,6.293288548998821
user_7,Insurance,39.48,39.835,0.4499999999999993,40.835755,42.3,True,6.188025605623186
user_6,Housing,1023.64,1032.9,10.47500000000008,1056.1953525000004,1096.7571428571428,True,6.182316086469421
user_5,Utilities,101.00999999999999,101.94999999999999,0.9899999999999878,104.15166099999996,108.225,True,6.154977930358025
user_5,Housing,863.61,872.17,8.265000000000043,890.5505335,925.2964285714286,True,6.09129281807774
user_3,Utilities,84.94,85.89500000000001,0.9950000000000045,88.10778050000002,91.00714285714285,True,5.951618670636058
user_6,Leisure,209.75,212.25,99.645,433.85051550000003,224.73214285714286,False,5.880868248359416
user_4,Housing,569.05,576.835,6.660000000000082,591.6461740000002,609.6964285714286,True,5.696850671583471
user_4,Leisure,93.11,94.52000000000001,49.05999999999999,203.62453399999998,99.76071428571429,False,5.544555951877142
user_2,Housing,601.17,610.4000000000001,7.480000000000018,627.0347720000001,644.1107142857143,True,5.522725145103894
user_7,Utilities,88.53,90.03,1.2349999999999994,92.7765165,94.85357142857143,True,5.357737896891511
user_1,Utilities,140.02,142.58499999999998,2.6349999999999767,148.44497649999994,150.02142857142857,True,5.2154354044454845
user_4,Groceries,386.01,398.695,56.95500000000001,525.3572245,413.58214285714286,False,3.7339677841816084
user_2,Groceries,338.51,409.12,51.45500000000001,523.5507745,362.6892857142857,False,-11.34892312419689
user_4,Transport,132.09,164.26,36.97999999999999,246.49982199999997,141.525,False,-13.840862047972719
user_2,Leisure,63.31,91.99,55.295,214.9605505,67.83214285714286,False,-26.261394872113424
user_3,Transport,157.44,239.0,75.855,407.6939345,168.68571428571428,False,-29.42020322773461
